行政區,里別,鄰別,基本學區
仁德區,仁德里,17、22 鄰,共同學區：仁德國小、東區德高國小
仁德區,仁德里,18、23-26、30 鄰,共同學區：仁德國小、東區復興國小
仁德區,仁德里,29 鄰,復興國小
仁德區,仁德里,19-21、27-28 鄰,裕文國小
仁德區,新田里,1-6、8-15 鄰,仁德國小
仁德區,新田里,7 鄰,共同學區：仁德國小、德南國小
仁德區,一甲里,2-13 鄰,長興國小
仁德區,一甲里,1 鄰,共同學區：長興國小、仁德國小
仁德區,上崙里,全,德南國小
仁德區,後壁里,1-33、36 鄰,德南國小
仁德區,後壁里,34-35、37-39 鄰,共同學區：德南國小、東區德高國小
仁德區,文賢里,1-4、6-10 鄰,文賢國小
仁德區,文賢里,5 鄰,共同學區：文賢國小、德南國小
仁德區,土庫里,全,長興國小
仁德區,太子里,全,長興國小
仁德區,二行里,全,大甲國小
仁德區,大甲里,全,大甲國小
仁德區,保安里,5-9 鄰,文賢國小
仁德區,保安里,1-4 鄰,共同學區：文賢國小、依仁國小
仁德區,保安里,10-12 鄰,共同學區：文賢國小、大甲國小、虎山實小
仁德區,中洲里,全,共同學區：文賢國小、依仁國小
仁德區,仁和里,1-6 鄰,仁和國小
仁德區,仁和里,7 鄰,共同學區：仁和國小、虎山實小、東區德高國小
仁德區,仁愛里,全,仁和國小
仁德區,成功里,1-5 鄰,虎山實小
仁德區,成功里,6-9、11-26 鄰,共同學區：仁和國小、虎山實小、東區德高國小
仁德區,成功里,10 鄰,共同學區：仁和國小、虎山實小、德南國小、東區德高國小
歸仁區,歸仁里,全,歸仁國小
歸仁區,八甲里,全,歸仁國小
歸仁區,後市里,6-8 鄰,歸仁國小
歸仁區,後市里,1-5 鄰,歸南國小
歸仁區,後市里,12-17 鄰,文化國小
歸仁區,後市里,9-11 鄰,共同學區：歸仁國小、文化國小
歸仁區,許厝里,10-15 鄰,歸仁國小
歸仁區,許厝里,1-9 鄰,紅瓦厝國小
歸仁區,六甲里,全,歸南國小
歸仁區,辜厝里,全,歸南國小
歸仁區,歸南里,全,歸南國小
歸仁區,南保里,17-29 鄰,歸南國小
歸仁區,南保里,1-16 鄰,文化國小
歸仁區,南興里,16 鄰,歸南國小
歸仁區,南興里,1-15 鄰,文化國小
歸仁區,新厝里,3-10 鄰,紅瓦厝國小
歸仁區,新厝里,1-2 鄰,共同學區：歸仁國小、紅瓦厝國小
歸仁區,新厝里,11-12 鄰,共同學區：歸南國小、紅瓦厝國小
歸仁區,七甲里,1-10、13-19 鄰,保西國小
歸仁區,七甲里,11-12 鄰,文化國小
歸仁區,大廟里,全,保西國小
歸仁區,西埔里,全,保西國小
歸仁區,媽廟里,全,保西國小
歸仁區,大潭里,全,大潭國小
歸仁區,文化里,全,文化國小
歸仁區,崙頂里,全,紅瓦厝國小
歸仁區,看東里,全,紅瓦厝國小
歸仁區,看西里,全,紅瓦厝國小
歸仁區,武東里,全,沙崙高中（國小部）
歸仁區,沙崙里,全,沙崙高中（國小部）
關廟區,山西里,全,關廟國小
關廟區,北勢里,全,關廟國小
關廟區,新埔里,全,關廟國小
關廟區,關廟里,全,關廟國小
關廟區,香洋里,1-8、10-14、17、23 鄰,關廟國小
關廟區,香洋里,9、15-16、18-22 鄰,共同學區：關廟國小、五甲國小
關廟區,五甲里,全,五甲國小
關廟區,東勢里,全,五甲國小
關廟區,松腳里,全,五甲國小
關廟區,花園里,1-2、4-6、9-12、17-25 鄰,五甲國小
關廟區,花園里,3、7、8、13-16 鄰,共同學區：五甲國小、新光國小
關廟區,下湖里,全,保東國小
關廟區,埤頭里,全,保東國小
關廟區,布袋里,全,共同學區：崇和國小、文和實小、深坑國小
關廟區,龜洞里,全,共同學區：崇和國小、文和實小、深坑國小
關廟區,深坑里,全,共同學區：崇和國小、文和實小、深坑國小
關廟區,新光里,全,新光國小
龍崎區,土崎里,全,龍崎國小
龍崎區,中坑里,全,龍崎國小
龍崎區,崎頂里,全,龍崎國小
龍崎區,楠坑里,全,龍崎國小
龍崎區,大坪里,全,龍崎國小
龍崎區,牛埔里,全,龍崎國小
龍崎區,石曹里,全,龍崎國小
龍崎區,龍船里,全,龍崎國小
永康區,正強里,全,永康國小
永康區,永康里,全,永康國小
永康區,埔園里,全,永康國小
永康區,龍埔里,全,永康國小
永康區,東橋里,18、20-23、25-27 鄰,永康國小
永康區,東橋里,1-6、9-13、16-17、19、24、28-36 鄰,大橋國小
永康區,東橋里,7-8、14-15 鄰,共同學區：大橋國小、五王國小
永康區,網寮里,1-4、11-17、26-28 鄰,永康國小
永康區,網寮里,5-10、18-25、29-30 鄰,永信國小
永康區,中華里,全,復興國小
永康區,光復里,全,復興國小
永康區,成功里,全,復興國小
永康區,建國里,全,復興國小
永康區,神洲里,全,復興國小
永康區,復興里,全,復興國小
永康區,復國里,1-13、28-36 鄰,復興國小
永康區,復國里,14-27、37-39 鄰,永信國小
永康區,中興里,全,共同學區：復興國小、五王國小
永康區,大灣里,全,大灣國小
永康區,北興里,全,大灣國小
永康區,北灣里,全,大灣國小
永康區,東灣里,全,大灣國小
永康區,南灣里,全,大灣國小
永康區,西灣里,1-5、7 鄰,大灣國小
永康區,西灣里,10-39 鄰,崑山國小
永康區,西灣里,6、8、9 鄰,共同學區：大灣國小、崑山國小
永康區,三民里,全,三村國小
永康區,塩行里,全,三村國小
永康區,塩洲里,全,三村國小
永康區,塩興里,全,三村國小
永康區,蔦松里,全,三村國小
永康區,甲頂里,全,大橋國小
永康區,大橋里,全,大橋國小
永康區,安康里,全,大橋國小
永康區,西橋里,全,大橋國小
永康區,尚頂里,全,大橋國小
永康區,王行里,全,龍潭國小
永康區,永明里,全,龍潭國小
永康區,烏竹里,全,龍潭國小
永康區,龍潭里,全,龍潭國小
永康區,新樹里,1-2、4-15 鄰,西勢國小
永康區,新樹里,3 鄰,共同學區：西勢國小、龍潭國小
永康區,西勢里,全,西勢國小
永康區,崑山里,全,崑山國小
永康區,三合里,全,五王國小
永康區,五王里,全,五王國小
永康區,二王里,30-45 鄰,五王國小
永康區,二王里,1-28 鄰,永信國小
永康區,二王里,29 鄰,共同學區：五王國小、永信國小
永康區,六合里,全,共同學區：五王國小、勝利國小、北區開元國小
永康區,復華里,全,永信國小
永康區,勝利里,1-28、30、34-38 鄰,勝利國小
永康區,勝利里,29、31-33 鄰,共同學區：勝利國小、東區東光國小
